document_id,clean_text,sentiment
11,"Wait, did i just watch this or is it just a dream?",Positive
12,"I'm nearly at a loss for words. Just when you thought Christopher Nolan couldn't follow up to ""The Dark Knight"", he does it again, delivering another masterpiece, one with so much power and rich themes that has been lost from the box office for several years. Questioning illusions vs reality usually makes the film weird, but Nolan grips your attention like an iron claw that you just can't help watching and wondering what will happen next. That is a real powerful skill a director has. No wonder Warner Bros. put their trust in him, he is THAT good of a director, and over-hyping a Christopher Nolan film, no matter what the film is about, is always an understatement instead of an overestimate like MANY films before.Not since the eras of Stanley Kubrick, Andrei Tarkovsky and Alfred Hitchcock has there been a more brilliant director than Christopher Nolan. He is, undoubtedly, one of THE most brilliant and gifted Hollywood filmmakers in history. Filmmakers like him come but just once in a lifetime. He has the ability to seduce our eyes, ears and most importantly, mind, and then delivers what he intends to deliver in full blast. Rarely have blockbusters have the gall to deliver such amounts imagination and intelligence at the same time. And yes, it is similar to the excellent anime film ""Paprika"" in the whole ""invading dreams"" plot, but the similarities end there as Nolan brings the film to a whole different level.Visuals and intelligence rarely come together in movies at the same time, it's either all-visuals-no-smarts (""G.I. Joe"", ""Transformers"") or the exact opposite (""Doubt"", ""Invictus""). In this film the excellently directed action sequences combined with immensely groundbreaking and jaw-dropping visual effects are combined smoothly with a heavy dose of intelligence and believability.Although having an ensemble cast and financed by a Hollywood giant studio (Warner Bros), this film is a very personal film for Nolan, he wrote the film as well as directing it, and as you watch the film you get many glimpses of Nolan's perplexing, increasingly imaginative thoughts and dreams in the dialog that he writes and the plot that he sets up. Ideas have never felt more interesting and put to good use than in this film. This film is NOT for the popcorn muncher, rather it is a film for thinkers. Honestly I can't explain the plot for fear of spoiling the movie for you readers. Even the slightest hint will ruin the experience. The viewer will walk out of the cinema feeling dazed, confused and ultimately breathless. It's like a puzzle, both physically and mentally, and you have to pay attention throughout the film for the clues. However Nolan controls the spectacle of the film and is careful not to let it overwhelm the film's humanity, and this is where ""Inception"" shines. It is a very deep film that will have one thinking and asking questions for years to come. That's right, years.Once the film ends, you'll want to watch it again, for there's something new every time. This is a film that requires multiple viewing for someone to truly comprehend the film's ambiguous themes, and will be discussed by many in the future. This is an original film, no adaptation, no sequel/prequel, no remake/reboot, which is extremely refreshing having gone nearly three years of mostly unremarkable visual effects roadshows (""Avatar"" be damned).Of course, a film is not complete without the actors. Leo DiCaprio delivers an Oscar worthy performance, similar but better than his previous effort ""Shutter Island"". He shows glimpses of a flawed, grim, fragile man, who has knowledge about everything else but yet can't seem to come in grips with himself and his demons. Joseph Gordon-Levitt, Ellen Page, Tom Hardy, Ken Watanabe, Dileep Rao, Cillian Murphy, Tom Berenger, Michael Caine, Marion Cottilard, Pete Postlethwaite, Lukas Haas... Nolan really brings out the best in this unusual yet extremely talented group of supporting actors who make their roles their own.Nolan is of course, a master behind the camera, a real virtuoso when it comes to film. His direction is taut, focused, gripping, and extraordinarily fascinating. The detailed and complex original script is no surprise from Nolan, considering the fact that he turned Batman the superhero into pop-culture art two years ago (""The Dark Knight""). The action sequences are unique, exciting and fresh, something absent from the cinema which has since been interested at things popping towards the screen and stuff blowing up every two milliseconds. The visual effects are awesome and imaginative, and best of all they do not bring down the movie's quality one bit, rather it makes the movie more fascinating to watch. The cinematography is absolutely, beautifully shot, so we can see the action and emotion in all their glory. Production design is top notch, with terrific design of sets and locations. Hans Zimmer's complementing music score is simply outstanding, and knowing the man, that's really all I have to say. Together all of these elements combine to deliver a mesmerizing movie experience like no other this year.Christopher Nolan has once again outdone himself. He truly is a gifted filmmaker, arguably the most imaginative in Hollywood today. And ""Inception"" can proudly stand alongside ""Blade Runner"" and ""2001: A Space Odyssey"" as science-fiction masterpieces that push the boundaries for movie making and become a different experience altogether.There are two types of films: the crowd-pleasing blockbuster and the intelligent indie/art film. Nolan has combined two of these tropes together into one exceptionally brilliant package, pulling off that rare, now nearly-extinct Movie Magic that has since been wiped off the planet by sequelitis and reboots. Movie of Summer 2010? Movie of 2010? Heck this is possibly the first masterpiece of the decade! Nolan is a genius and I applaud him for treating his audiences as intelligent people.Missing this film and not getting the film's point is a crime.Overall value: 9/10 (Excellent)",Positive
13,"Inception is as original as you can get with a sci-fi movie. I feel like it's kind of pointless to compare this to Blade Runner, Aliens, Terminator 2, 2001: A Space Odyssey or any other sci-fi blockbusters, for they're completely different. What Nolan crafted is genius, in my mind he is still yet to make a bad movie, it is now time to get into spoiler territory.Inception is a story about dreams, how you can build anything you want, Nolan took 10 years to write the screenplay and it was definitely worth-while, this is one of the most mind-blowing, nail-biting, epic action packed science fiction movies of all time. All the performances in this film are amazing, the special effects are flawless, the acting is flawless, the story is flawless, the writing is flawless, this is one of a few pictures that just got everything right in all categories, most people saw there is no such thing as a flawless movie and I would 100% love to disagree with them there, all of the Christopher Nolan movies I have seen so far have no real flaws. Leonardo DiCaprio+Christopher Nolan= pure gold, these two should definitely collaborate more, Inception just proves that Chris is a cinematic God, from his screenplays, to his production, to his film direction, everything is perfect!You have to imagine it to believe it. Watching it once isn't enough, watching it twice isn't enough, you have got to watch this 10 times or even more to really get the true essence of why this movie is considered to be one of the greatest of all time. It is truly film-making at it's greatest! It is one of the most re-watch-able movies a director has ever put out! It's like Dark Knight, Memento and most of his other work where immediately after you watch it you feel like watching it again.At times it gets confusing because sometimes it feels like it's the real world when it is actually the dream world and Leonardo DiCaprio's performance, oh my god! In my opinion it is his greatest performance. And Inception SHOULD HAVE WON BEST PICTURE! Fun fact: This film got nominated for Best Screenplay and many other Oscar nominations, yet they don't nominate the man who put it all together who DIRECTED THE GOSH-DARN MASTERPIECE!I watch this film at least twice a week and to see that Watchmojo put Social Network higher than Inception on their Top 10 Movies of the Decade list p*sses me off! Yeah, it's David Fincher, I get that Watchmojo love David Fincher, but higher than Inception? NAH!If anybody else directed this it would be an average, unoriginal and completely unimaginative piece of work. When Nolan gets his hands on something it is always going to be original, classic and everything great about movies. I'd place this on my top 5 films of the century list, most films on that list would include Nolan films because he is the best director working today and you have to accept that.More will be added soon...",Positive
14,"Inception is written, produced, and directed by Christopher Nolan. The film stars Leonardo DiCaprio, Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Ellen Page, Tom Hardy, Cillian Murphy, Dileep Rao, Tom Berenger, and Michael Caine. The musical score is by Hans Zimmer and Wally Pfister is the cinematographer. Plot finds DiCaprio playing Dom Cobb, a specialised spy for hire who steals ideas from the dreams of people. But one day he gets a different offer, one that will enable him to see his estranged children. To get his reward he must enact Inception, the planting of an idea in the mind of the selected target. But Inception is thought impossible and should Cobb and his selected team fail? The consequences are unthinkable.There has already been much written and pondered about as regards Inception in the relatively short running time of its life. One can only imagine what will be written and said about it in ten years time. For although it's arguably a bit too early to be talking about it being held in such high regards as the likes of 2001: A Space Odyssey, it's inescapable that Nolan's movie is this current generation's sci-fi classic. That Nolan has managed to make it accessible to the mainstream, and dazzled the eyes as much as the brain in the process, is close to being a piece of genius craftsmanship.Inception is a film that it's better to know nothing about before venturing into it, and then it asks, well Nolan asks, for your undivided attention. It's neither as confusing as some have painted it, nor does it have any tricks-peek behind the curtain type-up its sleeve. The truth is is that Inception has something for everyone; thematically speaking, and that's before we pore over the special effects that sees Nolan raising the bar considerably. As is the case with twisty high concept movies, interpretations are many, with the director rightly abstaining from discourse about his movie. What forms the basis is your basic life and death struggles, with the grey areas during and after given a clever cinematic make over. There's also meditations on grief that this reviewer personally found easy to get involved with; that of course wont work for everyone, but that is just one of many strands that Nolan dangles for the discerning viewer.If that all sounds a bit too serious for the man who has redefined the Super Hero genre, rest assured thrill seekers, Inception is also a loud swirly spectacle. The action is raucous, be it gun fights or zero gravity punch ups, Nolan has not lost the ability to take the viewer on an action fuelled roller-coaster ride, aided superbly by Lee Smith's editing and Pfister's perfectly broad photography While Zimmer's score blends electronic action pulse beats with saddened guitar strains (ex-Smiths guitarist Johnny Marr on 12 string) to craft one of the best scores of 2010. As I said, there's something for everyone here, making it perhaps one of the leading nominees for title of ultimate modern day blockbuster.Then there's the strong ensemble cast, led by a quite scintillating performance from DiCaprio. Following on from his cards played close to his chest turn in Shutter Island, DiCaprio has given 2010 two of its best lead performances. Here he gives real depth of emotion, the kind that makes it easy for the viewers to hang their hats on. His unfussy acting is easy to buy into, giving the character the air of believability, he is the glue that binds the whole film together. Murphy is wonderfully vulnerable, very much an axis in the narrative, while Levitt almost usurps DiCaprio with a neatly layered portrayal that carries a delightful whiff of duality about it. Special praise, too, for Ellen Page. Still in her early 20s, she exudes an intelligent sexiness that shines bright in a role that could have been boorishly played as a cipher in a lesser actress' hands. While Hardy provides brawny levity and Berenger leaves a favourable mark.The Matrix meets Heat and Mission Impossible, only it's written by Phillip K. Dick and Richard Matheson; or something like that. A cracking hybrid movie that's fit to grace any summer and sure to improve and enlighten with further viewings. 9.5/10",Positive
15,"I'd like to keep my review rather to the point.Pros: 1. its theme - dream is a fascinating topic to say the least. There are a lot of unknowns in dreamworld.2. its plot - there are several sweet twists and unpredictable turns.3. its edgy drive - although you know what's coming next, still you feel jumpy about it when it does.4. its rapid storyline - the story moves fast from one scene to another, making the viewers feel like on a roller coaster ride. At times, it's hard to keep up, even after watching it several times.5. its sophistication - there is a lot of information to remember and digest. This is the very thing the modern moviegoers are after, I believe.6. its realism - okay, pun intended. The movie explains (or at least tries to) the ins and outs of what dream is about and how it functions, some of which are very familiar with and dear to us.Cons: 1. its poor character development - although the acting was convincing enough there was not enough of character development. I wonder how many people really felt connected to the main character(s) after watching the movie. Yes, the movie talks about emotional struggles but it was more of an action film than anything else, if you ask me.2. too many distractions - I found that the movie had more characters than necessary. They may play certain roles in the plot but they seemed more of distractions than anything else. I wish the movie was more focused.3. a bit preachy - I noticed that the characters would explain things about dreamworld and then the exact things happen later in the movie. I'm afraid, Inception overused this trick.In conclusion, its theme is fascinating but its delivery is not without room for improvement.I highly recommend you to go and read Somewhere carnal over 40 winks, if you dig this kind of flicks.Cheers!",Positive
16,"I saw Memento very recently, something that turned out to be a great miss.I saw it again, just to make a couple of thins straight-and i'll definitely do the same with Inception.Christopher Nolan keeps improving himself, with even more complex and multilayer script like this.And i thought Memento was hard to reach by most of the viewers, but no.Inception will keep you mesmerized and captivated by the genius, that's hidden behind it.And not just directors and screenwriters (or with other words-Nolan), but with acting and sound-and effects and editing as well.When you have a cast like this-i mean Leonardo DiCaprio, Joseph Gordon-Lewitt, Michael Caine, or Marion Cotillard (a personal favourite), the movie just keeps going flawlessly.Most of the crew is the same the Nolan brothers worked with on TDK and earlier in Batman Begins.So the Oscar noms in those categories are a certainty for me.The only thing one could have against the movie, is the headache one could have.See, most of my friends go to the movies for brainless action, they enjoyed Iron Man 2 and The A-Team, but this movie-you have to see it at least twice, to understand it.The levels and the layers on which thing are happening are so many, that one surely'll miss something vital.This is a reason for not fitting to the mass audience, but i hope that won't happen, because Nolan is one of my favourite directors/writers, and he showed, that the brainless action flicks aren't all of it.There are still movies like Inception out there and still people like the Nolans to make those movies, so it's not all lost.And i hope this movie could show the audience that the story is still important for the experience one could receive, not the endless, constant explosions.Because this is really a one of a lifetime event.Saying that, i must say, that in a world full of remakes, reboots, sequels, prequels and God knows what, this is a unique chance to see something different and unmatched so far-a strong movie, that, surely will be Nolan's latest masterpiece! My Grade won't change-it's the same for all Nolan movies-sheer 10!",Positive
17,"Inception is truly one of a kind. A concept which has long gestated in Christopher Nolan's mind, his eye for drama mixed with his large scale sensibilities ring true in Blockbuster season making Inception a true original in the sea of reboots, remakes and sequels.To try and explain Inceptions many plot twists and incredibly intelligent arcs, would be a foolish task. As Nolan himself has been reluctant to. The best way to approach the film would be with an open mind, if you are prepared to be taken on a ride of a lifetime, then trust that you 100% will. If Avatar was a seminal film in technology (although coming out as a rather poor film, in my opinion), then Inception is seminal in it's storytelling. With a 148 minute running time, you would expect a lot to take place, but what you wouldn't expect is the pace of it all. I did not think at one time in the film about how long was left. I was simply blown away by the depth in every single part of the film. If my enthusiasm for the storytelling aspect of the film has left you worried about the spectacle, then don't worry. They are, as hinted in the trailer, incredible, looking real and unbelievable simultaneously. The most pleasing thing about the action set pieces, is that they are genuinely used to illustrate the story, rather than to blow stuff up a la Michael Bay.With this complex movie in it's high concept, a stellar cast is needed. And Nolan as always, delivers with just that. This is vintage DiCaprio, perhaps only equalled in The Aviator, which is even more impressive as his role as Cobb in Inception is not a showy one, needing DiCaprio to be the constant at the centre of the film. And he pulls off Cobb's emotional contradictions sublimely. The rest of the cast members all shine in parts of the films, Cillian Murphy shows off his usually non-existent tender side, Gordon-Levitt bottles his usual charm for his confidently reserved turn as the reliable Arthur, Watanabe is devilish as the seemingly ambiguous Saito, Page shows why she's the next big female star and Tom Hardy revels in being the comic relief of the film compared to his recent turns as decidedly psychopathic characters.Overall, Nolan has indeed surpassed himself. He has created a world as expansive as his Gotham, a plot dwarfing the intricacies of Memento and one which blows The Prestige's cinematic reveal out of the water. This is truly unmissable cinema. Revel in it, we've still got to wait a whole two years before Batman 3.",Positive
18,"What do we ask for in a summer blockbuster? What is it that incites hysteria this time every year for whatever dross the studios churn out? Epic hugeness? Blowing stuff up? Romance? Action? Heroes? What are we looking for in a blockbuster? I think it all boils down to thrills! Audiences want the thrill of a car chase, the thrill of romance, the thrill of the spectacular! If that is the case, then Inception just might be the greatest summer blockbuster of all time as it also contains something we often don't look for...brains! ""What is the most resilient parasite? An idea"" says Leonardo Di Caprio's character Cobb. Well, Inception is all about ideas. It's all right there in the title. The film central idea revolves around ""Extractors"", who are paid to extract secrets from people's subconscious minds by sneaking into their dreams, usually for the purpose of corporate espionage. However, when one client asks them to plant an idea in the mind of their corporate rival, ""Inception"" is born. The less said about this film the better. It is full of ideas and invention and for each set piece I divulge, a piece of the film's genius is weakened. This is a film that cleverly and intricately brings the audience through several planes of existence simultaneously but never allows the viewer to feel lost. Such is the power of Christopher Nolan's script which, I imagine, is likely to get overlooked due to the sheer visual magnificence of his direction. But everything that makes this film so great is in the script...in the ideas! Everything else is just spectacle. This film bears an uncanny resemblance, thematically, with DiCaprio's other instant classic this year, Shutter Island. Both films investigate in depth the tricks a traumatised mind can play on the individual. Both films are luscious to watch and both films keep the audience firmly outside the realm of reality. However, Inception is an even more layered film than Shutter Island and I believe the sci-fi genre setting will prove to be less alienating for audiences than the prison noir of Scorsese's film. There is not a single dull moment in Nolan's film. There is style, charm and intelligence in every frame of the film. Every performance is pitch-perfect with some strong support by Ellen Page and Joseph Gordon-Levitt particularly who have grown up right before our eyes into undeniable movie stars. Leonardo DiCaprio gives a typically flawless performance as the muddled, grieving man who we never quite trust to be living in the real world. The best part of Inception is the large amount of effects which were done in camera. While the film does make use of CGI, there are some pretty mind-blowing practical effects which are as simple as the camera telling beautiful lies; a rare treat these days. This is a blockbuster that ticks all the boxes; smart, sexy (femme fatale, sexy brainy girl, very beautiful men in very beautiful suits) and magical. Inception is the kind of film that reminds me why cinema will never die. Because anyone who thinks it's OK to watch this film on a laptop or iPad is a fool! This is pure cinema, and proud of it. Not to be missed on the big screen!",Positive
19,"If one goes to an art gallery to see a provocative piece, one sees something new each time. That's what true art is. That's why a black light Elvis is not art. This film is certainly a tour de force. It requires engagement at every step. LIke most works of art, it doesn't give it all away. I look forward to seeing this the second or even third time. First of all, the premise is wonderfully engaging. Our consciousness is layered as everyone knows who thinks they have awakened, only to find themselves in another nightmare--then they awaken again. We know that the subconscious by nature is out of our control. There you have a wonderful premise. Now layer that further with people who can flip in and out and use this to their own ends. While confusing, it's exciting. The amazing thing is that the director/writer pulls it off. Every nuance and event is picked precisely for its effectiveness. We have the luxury of watching from one precipice into the abyss. We do care about the people and not just because we want them to succeed. We care about the matrix of the dream levels. Great movie.",Positive
20,"Surrealism can appear to be ineffably bizarre, or inquisitively titillating, depending purely on the viewer's intellect. Though the realm of surrealism is highly nebulous and complex, but even a slight attempt at improvisation can sometimes go awry and open a Pandora's Box, making the task highly improbable and nigh impossible. This facet of reality may pose a handicap to the most gifted of the directors, but not to the genius of Christopher Nolan, who not only dabbles with the concept of surrealism, but also ingeniously blends it with the elements of Science Fiction in his latest wonder named Inception. Nolan created a niche for himself a decade back by unleashing a monster of a movie called Memento. He further substantiated his status by conjuring movies like Insomnia, The Prestige, Batman Begins, and The Dark Knight. His unremitting desire for innovation and uncanny craving to foray into the unexplored realms of imagination deservedly earned him an auteur tag, which gave him the carte blanche that a story-teller like Nolan desperately needs. It's highly apparent that Nolan takes every possible advantage of this liberty while filming Inception. Inception is not only dreamlike, but is a dream in itself and is superior to any other thing conceived on the silver screen. With its entwined layers, the movie for the most part serves as an unfathomable riddle and makes multiple viewing extremely essential. It incredibly does extremely well on both the humanistic as well as the technical fronts. In fact, the balance between human emotions and the elements of Science Fiction is so adequate that it's impossible to separate them.The movie is about a futuristic world where the human mind can be intercepted through dream invasion. Cobb is an expert in the art of extracting information (stealing valuable secrets) from deep within the subconscious in the dream state. His proficiency in extraction is marred by a turmoil that begins with his wife's untimely death. He is forced to live the life of a fugitive away from his children. His only chance for redemption lies with a Japanese tycoon named Saitu, who wants him to do an inception (planting information into someone's mind). In order to accomplish this unprecedented task, Cobb and his team must overcome a labyrinth of unforeseeable challenges, where even a slight miss could trap them in a perpetual limbo. Any further revelation would be remissness on my part as the plot is filled with such intricacies that even expatiation would be incapable of justifying its profundity.Leonardo Dicaprio gives a solid performance in the lead role, following his memorable performance in Shutter Island. He has brilliantly depicted the complexities and limitations of Cobb's enigmatic character highlighting his pain and mental trauma. Marion Cotillard is ravishingly scintillating as Cobb's whimsical wife, Mal. The rest of the cast has given a thorough performance with special mention of Ken Watanabe, Ellen Page and Joseph Gordon-Levitt.Inception is incredibly brilliant as a movie and is a breakthrough in contemporary cinema. Nolan's creativity and his unparalleled execution definitely make it an object of great cachet, but whether it would become Buñuel's 'Un chien andalou' or Kubrick's '2001: A Space Odyssey' and serve as a prototype for the movies to come is for the time to decide. Irrespectively, Inception is sine qua non not only for an aficionado, but also for the average viewer, who is willing to delve deep enough to savour the delight.PS: One has to imagine it to believe it. 9/10http://www.apotpourriofvestiges.com/",Positive
